goos: linux
goarch: amd64
pkg: github.com/lattice-substrate/jcs-bench-lab/internal/apibench
cpu: 12th Gen Intel(R) Core(TM) i7-12700K
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     478	   2512845 ns/op	  39.36 MB/s	 4939283 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8653	    134517 ns/op	  42.02 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8686	    136679 ns/op	  41.36 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    9180	    134735 ns/op	  41.96 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  560328	      2197 ns/op	  22.30 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  544717	      2186 ns/op	  22.41 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  532819	      2199 ns/op	  22.29 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  527160	      2192 ns/op	  22.36 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  560072	      2204 ns/op	  22.24 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  537145	      2167 ns/op	  22.61 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  530416	      2183 ns/op	  22.44 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  555586	      2151 ns/op	  22.78 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  540169	      2181 ns/op	  22.47 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  533791	      2182 ns/op	  22.46 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   88041	     13761 ns/op	  10.17 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   85144	     13718 ns/op	  10.21 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   87297	     13971 ns/op	  10.02 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   89816	     14032 ns/op	   9.98 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   83911	     13706 ns/op	  10.21 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   86842	     13748 ns/op	  10.18 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   85284	     13881 ns/op	  10.09 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   84464	     13700 ns/op	  10.22 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   82663	     13946 ns/op	  10.04 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   87238	     13610 ns/op	  10.29 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   93560	     12656 ns/op	   7.74 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   91195	     12667 ns/op	   7.74 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   95322	     12582 ns/op	   7.79 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   95935	     12862 ns/op	   7.62 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   89808	     12840 ns/op	   7.63 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   90495	     12751 ns/op	   7.69 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   95493	     12716 ns/op	   7.71 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   94254	     12607 ns/op	   7.77 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   93598	     12685 ns/op	   7.73 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   96654	     12561 ns/op	   7.80 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  375880	      3007 ns/op	  67.17 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  413547	      3004 ns/op	  67.24 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  409506	      3020 ns/op	  66.88 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  419384	      3005 ns/op	  67.23 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  407847	      2998 ns/op	  67.38 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  416113	      2973 ns/op	  67.95 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  387279	      3006 ns/op	  67.19 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  395020	      3001 ns/op	  67.30 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  372363	      3003 ns/op	  67.28 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  409850	      3019 ns/op	  66.91 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  825526	      1242 ns/op	  36.23 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  890114	      1242 ns/op	  36.22 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  837666	      1251 ns/op	  35.97 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  808610	      1315 ns/op	  34.22 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  903642	      1224 ns/op	  36.78 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  848701	      1241 ns/op	  36.25 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  926901	      1242 ns/op	  36.22 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  944316	      1263 ns/op	  35.64 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  841396	      1254 ns/op	  35.90 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  927572	      1240 ns/op	  36.30 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1817434	       652.2 ns/op	  44.46 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1875140	       639.9 ns/op	  45.32 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1845056	       647.1 ns/op	  44.82 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1834477	       639.9 ns/op	  45.32 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1861945	       644.7 ns/op	  44.98 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1861713	       650.1 ns/op	  44.61 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1827966	       650.9 ns/op	  44.55 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1864525	       651.9 ns/op	  44.48 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1836612	       643.5 ns/op	  45.07 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1858347	       660.1 ns/op	  43.93 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  750697	      1556 ns/op	  62.99 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  768760	      1555 ns/op	  63.02 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  742964	      1558 ns/op	  62.92 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  770127	      1553 ns/op	  63.09 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  735716	      1538 ns/op	  63.73 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  775959	      1559 ns/op	  62.88 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  777794	      1557 ns/op	  62.93 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  776898	      1550 ns/op	  63.24 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  732092	      1546 ns/op	  63.39 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  774721	      1569 ns/op	  62.48 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1314513	       908.3 ns/op	  26.42 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1304692	       922.2 ns/op	  26.02 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1326787	       908.9 ns/op	  26.40 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1324287	       908.3 ns/op	  26.42 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1320524	       913.1 ns/op	  26.29 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1314502	       909.0 ns/op	  26.40 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1327520	       914.5 ns/op	  26.24 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1314994	       909.1 ns/op	  26.40 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1309633	       903.7 ns/op	  26.56 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1319689	       907.0 ns/op	  26.46 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     297	   4081892 ns/op	  24.23 MB/s	 5125912 B/op	   57343 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     300	   4049439 ns/op	  24.42 MB/s	 5125995 B/op	   57344 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     295	   4068417 ns/op	  24.31 MB/s	 5125887 B/op	   57343 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     297	   4082632 ns/op	  24.22 MB/s	 5125840 B/op	   57343 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     298	   4098729 ns/op	  24.13 MB/s	 5125945 B/op	   57343 allocs/op
