goos: linux
goarch: amd64
pkg: github.com/lattice-substrate/jcs-bench-lab/internal/apibench
cpu: 12th Gen Intel(R) Core(TM) i7-12700K
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     475	   2499370 ns/op	  39.57 MB/s	 4939285 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    3625	    304994 ns/op	  39.06 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    3980	    304687 ns/op	  39.10 MB/s	  604879 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    3930	    306381 ns/op	  38.89 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    4278	    303922 ns/op	  39.20 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    4038	    305258 ns/op	  39.03 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3449794	       351.1 ns/op	  19.94 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3546309	       349.9 ns/op	  20.00 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3347889	       350.7 ns/op	  19.96 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3445568	       356.9 ns/op	  19.61 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3432429	       349.3 ns/op	  20.04 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3512962	       352.2 ns/op	  19.88 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3407733	       354.4 ns/op	  19.75 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3434155	       349.6 ns/op	  20.02 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3406999	       347.8 ns/op	  20.12 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3460975	       351.0 ns/op	  19.94 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  864501	      1343 ns/op	  43.93 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  858655	      1335 ns/op	  44.21 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  889593	      1346 ns/op	  43.82 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  896870	      1350 ns/op	  43.71 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  794308	      1349 ns/op	  43.75 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  867439	      1329 ns/op	  44.38 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  874549	      1304 ns/op	  45.26 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  918751	      1330 ns/op	  44.34 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  826792	      1314 ns/op	  44.89 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  916651	      1327 ns/op	  44.47 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32979	     36784 ns/op	  31.48 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   33267	     36667 ns/op	  31.58 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32298	     36726 ns/op	  31.53 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32686	     36751 ns/op	  31.51 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32877	     36845 ns/op	  31.43 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32384	     36691 ns/op	  31.56 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32896	     36396 ns/op	  31.82 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   33115	     36595 ns/op	  31.64 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32294	     36515 ns/op	  31.71 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32492	     36660 ns/op	  31.59 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   73664	     16367 ns/op	  31.16 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   75144	     16187 ns/op	  31.51 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   73566	     16202 ns/op	  31.48 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   72612	     16152 ns/op	  31.57 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   73261	     16165 ns/op	  31.55 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   74314	     16111 ns/op	  31.66 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   73328	     16273 ns/op	  31.34 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   74971	     16274 ns/op	  31.34 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   73138	     16010 ns/op	  31.86 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   73345	     16444 ns/op	  31.02 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1701538	       699.6 ns/op	  25.73 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1701693	       700.1 ns/op	  25.71 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1700970	       709.9 ns/op	  25.35 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1695110	       697.2 ns/op	  25.82 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1700600	       714.4 ns/op	  25.19 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1686656	       707.7 ns/op	  25.44 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1708662	       709.1 ns/op	  25.39 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1700890	       709.6 ns/op	  25.37 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1676749	       708.9 ns/op	  25.39 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1700253	       704.4 ns/op	  25.56 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      92	  11928946 ns/op	  38.86 MB/s	20914293 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      94	  11845736 ns/op	  39.13 MB/s	20914330 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      93	  11873066 ns/op	  39.04 MB/s	20914322 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      94	  12031657 ns/op	  38.53 MB/s	20914291 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      94	  11979393 ns/op	  38.69 MB/s	20914286 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      96	  11983235 ns/op	  38.68 MB/s	20914300 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	     100	  11965722 ns/op	  38.74 MB/s	20914288 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      97	  11859955 ns/op	  39.08 MB/s	20914292 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      93	  11926311 ns/op	  38.87 MB/s	20914308 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      99	  12132426 ns/op	  38.21 MB/s	20914329 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15993	     74059 ns/op	 221.48 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15651	     76767 ns/op	 213.67 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   16130	     75300 ns/op	 217.84 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   16062	     76444 ns/op	 214.58 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15998	     75323 ns/op	 217.77 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15895	     75963 ns/op	 215.93 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15784	     74511 ns/op	 220.14 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15956	     75035 ns/op	 218.61 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15517	     75647 ns/op	 216.84 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15885	     76310 ns/op	 214.95 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3558	    340287 ns/op	  40.38 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3490	    338834 ns/op	  40.55 MB/s	  618688 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3681	    341053 ns/op	  40.29 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3447	    343539 ns/op	  40.00 MB/s	  618688 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3510	    344834 ns/op	  39.85 MB/s	  618688 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3534	    339660 ns/op	  40.45 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3397	    343252 ns/op	  40.03 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3360	    341567 ns/op	  40.23 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3530	    344227 ns/op	  39.92 MB/s	  618688 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3614	    336556 ns/op	  40.83 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    7635	    135490 ns/op	  41.72 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8906	    136063 ns/op	  41.55 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8048	    134008 ns/op	  42.18 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    9054	    136095 ns/op	  41.54 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8704	    137293 ns/op	  41.17 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8823	    136033 ns/op	  41.56 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    9064	    135642 ns/op	  41.68 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8188	    135154 ns/op	  41.83 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    9055	    134998 ns/op	  41.87 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8636	    136103 ns/op	  41.53 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  549546	      2172 ns/op	  22.56 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  556750	      2167 ns/op	  22.61 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  483768	      2179 ns/op	  22.49 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  566520	      2172 ns/op	  22.56 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  529546	      2182 ns/op	  22.46 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  568042	      2191 ns/op	  22.37 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  519931	      2193 ns/op	  22.34 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  502477	      2168 ns/op	  22.60 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  549366	      2171 ns/op	  22.57 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  563749	      2179 ns/op	  22.49 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   85749	     13733 ns/op	  10.19 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   88057	     13872 ns/op	  10.09 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   85164	     14099 ns/op	   9.93 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   84544	     13669 ns/op	  10.24 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   86757	     13677 ns/op	  10.24 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   86911	     13762 ns/op	  10.17 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   85822	     13630 ns/op	  10.27 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   86842	     14140 ns/op	   9.90 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   87674	     13762 ns/op	  10.17 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   84561	     13779 ns/op	  10.16 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   93141	     12623 ns/op	   7.76 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   93102	     12844 ns/op	   7.63 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   93889	     12642 ns/op	   7.75 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   94358	     12423 ns/op	   7.89 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   97522	     12650 ns/op	   7.75 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   92133	     12395 ns/op	   7.91 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   94056	     12535 ns/op	   7.82 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   95355	     12783 ns/op	   7.67 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   95077	     12593 ns/op	   7.78 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   97714	     12546 ns/op	   7.81 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  376080	      3018 ns/op	  66.93 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  402154	      2968 ns/op	  68.05 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  393184	      3019 ns/op	  66.91 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  398388	      3000 ns/op	  67.34 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  382030	      2996 ns/op	  67.43 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  395712	      3025 ns/op	  66.77 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  415687	      2996 ns/op	  67.43 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  378037	      2989 ns/op	  67.59 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  389330	      2990 ns/op	  67.56 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  366862	      2985 ns/op	  67.66 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  950486	      1234 ns/op	  36.46 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  976807	      1233 ns/op	  36.49 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  919977	      1239 ns/op	  36.33 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  914476	      1240 ns/op	  36.29 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  976429	      1235 ns/op	  36.44 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  978622	      1231 ns/op	  36.54 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  974198	      1243 ns/op	  36.21 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  944664	      1237 ns/op	  36.39 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  945032	      1235 ns/op	  36.44 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  875160	      1224 ns/op	  36.76 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1865000	       643.8 ns/op	  45.05 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1866831	       647.6 ns/op	  44.78 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1838470	       649.0 ns/op	  44.69 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1826356	       650.6 ns/op	  44.58 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1840593	       640.1 ns/op	  45.31 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1815578	       644.6 ns/op	  44.99 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1853638	       642.5 ns/op	  45.13 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1865031	       646.3 ns/op	  44.87 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1867570	       645.3 ns/op	  44.94 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1851172	       646.5 ns/op	  44.86 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  734715	      1549 ns/op	  63.26 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  736603	      1538 ns/op	  63.70 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  795229	      1540 ns/op	  63.66 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  789339	      1554 ns/op	  63.06 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  762685	      1554 ns/op	  63.04 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  785356	      1534 ns/op	  63.89 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  778369	      1551 ns/op	  63.20 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  748050	      1553 ns/op	  63.12 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  779487	      1525 ns/op	  64.28 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  778496	      1563 ns/op	  62.72 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1312275	       905.1 ns/op	  26.52 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1333506	       900.3 ns/op	  26.66 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1308229	       905.0 ns/op	  26.52 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1322216	       914.0 ns/op	  26.26 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1314804	       907.4 ns/op	  26.45 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1322947	       898.7 ns/op	  26.71 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1338331	       903.7 ns/op	  26.56 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1322124	       907.2 ns/op	  26.45 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1326958	       904.9 ns/op	  26.52 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1307774	       912.4 ns/op	  26.30 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     292	   4034601 ns/op	  24.51 MB/s	 5125947 B/op	   57344 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     297	   4057366 ns/op	  24.38 MB/s	 5125903 B/op	   57344 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     286	   4072670 ns/op	  24.28 MB/s	 5125964 B/op	   57344 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     294	   4023813 ns/op	  24.58 MB/s	 5125953 B/op	   57343 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     295	   4046033 ns/op	  24.44 MB/s	 5125934 B/op	   57344 allocs/op
