goos: linux
goarch: amd64
pkg: github.com/lattice-substrate/jcs-bench-lab/internal/apibench
cpu: 12th Gen Intel(R) Core(TM) i7-12700K
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     456	   2524944 ns/op	  39.17 MB/s	 4939286 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   16118	     75862 ns/op	 216.22 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15658	     75158 ns/op	 218.25 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15730	     76119 ns/op	 215.49 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15520	     76095 ns/op	 215.56 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3368	    342393 ns/op	  40.13 MB/s	  618688 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3547	    344420 ns/op	  39.89 MB/s	  618688 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3474	    344817 ns/op	  39.85 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3400	    340263 ns/op	  40.38 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3474	    345030 ns/op	  39.82 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8631	    134997 ns/op	  41.87 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8600	    135343 ns/op	  41.77 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8707	    135954 ns/op	  41.58 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    9100	    137258 ns/op	  41.19 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    9285	    135126 ns/op	  41.83 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  529880	      2172 ns/op	  22.56 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  521626	      2182 ns/op	  22.45 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  543343	      2195 ns/op	  22.32 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  525315	      2217 ns/op	  22.11 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  467670	      2183 ns/op	  22.45 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   86904	     13715 ns/op	  10.21 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   83888	     13764 ns/op	  10.17 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   83110	     13733 ns/op	  10.19 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   86724	     13833 ns/op	  10.12 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   85627	     13839 ns/op	  10.12 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   91846	     12754 ns/op	   7.68 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   96344	     12675 ns/op	   7.73 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   89728	     12556 ns/op	   7.80 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   95244	     12688 ns/op	   7.72 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   96109	     12646 ns/op	   7.75 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  359862	      3004 ns/op	  67.23 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  393758	      3004 ns/op	  67.23 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  378374	      3006 ns/op	  67.19 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  369985	      2986 ns/op	  67.66 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  372272	      3015 ns/op	  66.99 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  928255	      1228 ns/op	  36.66 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  899246	      1246 ns/op	  36.13 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  967825	      1247 ns/op	  36.07 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  908654	      1239 ns/op	  36.33 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  899944	      1221 ns/op	  36.86 MB/s	    2152 B/op	      22 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1842718	       652.1 ns/op	  44.47 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1851946	       642.6 ns/op	  45.13 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1848714	       648.2 ns/op	  44.74 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1855898	       650.6 ns/op	  44.57 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/surrogate-pair-20     	 1872895	       647.2 ns/op	  44.81 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  665014	      1540 ns/op	  63.64 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  667875	      1563 ns/op	  62.72 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  744190	      1560 ns/op	  62.83 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  749308	      1542 ns/op	  63.55 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/unicode-20            	  775843	      1567 ns/op	  62.52 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1307372	       915.7 ns/op	  26.21 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1301670	       910.2 ns/op	  26.37 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1310796	       910.9 ns/op	  26.35 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1302382	       915.6 ns/op	  26.21 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeSchubfach/verify-whitespace-20  	 1318990	       899.5 ns/op	  26.68 MB/s	    1576 B/op	      19 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     298	   4091378 ns/op	  24.17 MB/s	 5125866 B/op	   57343 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     294	   4073935 ns/op	  24.28 MB/s	 5125929 B/op	   57343 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     295	   4101176 ns/op	  24.12 MB/s	 5125929 B/op	   57343 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     291	   4053148 ns/op	  24.40 MB/s	 5125922 B/op	   57343 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-2048-20         	     288	   4090401 ns/op	  24.18 MB/s	 5125902 B/op	   57343 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-256-20          	    2455	    465475 ns/op	  25.60 MB/s	  629855 B/op	    7151 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-256-20          	    2403	    472818 ns/op	  25.20 MB/s	  629858 B/op	    7151 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-256-20          	    2583	    472232 ns/op	  25.23 MB/s	  629865 B/op	    7151 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-256-20          	    2446	    472387 ns/op	  25.22 MB/s	  629854 B/op	    7151 allocs/op
BenchmarkAPICanonicalizeJSONCanon/array-256-20          	    2655	    474892 ns/op	  25.09 MB/s	  629853 B/op	    7151 allocs/op
BenchmarkAPICanonicalizeJSONCanon/canonical-minimal-20  	 2268523	       529.0 ns/op	  13.23 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeJSONCanon/canonical-minimal-20  	 2281801	       530.2 ns/op	  13.20 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeJSONCanon/canonical-minimal-20  	 2272551	       536.7 ns/op	  13.04 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeJSONCanon/canonical-minimal-20  	 2248065	       528.0 ns/op	  13.26 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeJSONCanon/canonical-minimal-20  	 2231803	       532.5 ns/op	  13.15 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeJSONCanon/control-escapes-20    	  875102	      1260 ns/op	  46.84 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeJSONCanon/control-escapes-20    	  919179	      1267 ns/op	  46.58 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeJSONCanon/control-escapes-20    	  919646	      1259 ns/op	  46.86 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeJSONCanon/control-escapes-20    	  965216	      1262 ns/op	  46.77 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeJSONCanon/control-escapes-20    	  927300	      1254 ns/op	  47.06 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeJSONCanon/deep-20               	   32014	     36760 ns/op	  31.50 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeJSONCanon/deep-20               	   32361	     36993 ns/op	  31.30 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeJSONCanon/deep-20               	   32696	     36231 ns/op	  31.96 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeJSONCanon/deep-20               	   32362	     36180 ns/op	  32.01 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeJSONCanon/deep-20               	   32754	     36770 ns/op	  31.49 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeJSONCanon/deep-64-20            	   72681	     16224 ns/op	  31.44 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeJSONCanon/deep-64-20            	   74808	     16414 ns/op	  31.07 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeJSONCanon/deep-64-20            	   73790	     16345 ns/op	  31.20 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeJSONCanon/deep-64-20            	   73530	     16068 ns/op	  31.74 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeJSONCanon/deep-64-20            	   73280	     16202 ns/op	  31.48 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeJSONCanon/escaped-key-order-20  	 1000000	      1135 ns/op	  15.85 MB/s	    1209 B/op	      16 allocs/op
BenchmarkAPICanonicalizeJSONCanon/escaped-key-order-20  	 1000000	      1121 ns/op	  16.06 MB/s	    1209 B/op	      16 allocs/op
BenchmarkAPICanonicalizeJSONCanon/escaped-key-order-20  	  933564	      1128 ns/op	  15.96 MB/s	    1209 B/op	      16 allocs/op
BenchmarkAPICanonicalizeJSONCanon/escaped-key-order-20  	  972189	      1134 ns/op	  15.88 MB/s	    1209 B/op	      16 allocs/op
BenchmarkAPICanonicalizeJSONCanon/escaped-key-order-20  	  931506	      1140 ns/op	  15.79 MB/s	    1209 B/op	      16 allocs/op
BenchmarkAPICanonicalizeJSONCanon/large-20              	      57	  20485424 ns/op	  22.63 MB/s	21577425 B/op	  237568 allocs/op
BenchmarkAPICanonicalizeJSONCanon/large-20              	      57	  20451187 ns/op	  22.67 MB/s	21577754 B/op	  237569 allocs/op
BenchmarkAPICanonicalizeJSONCanon/large-20              	      57	  20715543 ns/op	  22.38 MB/s	21577624 B/op	  237570 allocs/op
BenchmarkAPICanonicalizeJSONCanon/large-20              	      57	  20412513 ns/op	  22.71 MB/s	21577449 B/op	  237568 allocs/op
BenchmarkAPICanonicalizeJSONCanon/large-20              	      60	  20497493 ns/op	  22.61 MB/s	21577407 B/op	  237567 allocs/op
BenchmarkAPICanonicalizeJSONCanon/long-string-20        	   15985	     74798 ns/op	 219.30 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeJSONCanon/long-string-20        	   15579	     74498 ns/op	 220.18 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeJSONCanon/long-string-20        	   15508	     76017 ns/op	 215.78 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeJSONCanon/long-string-20        	   15872	     75456 ns/op	 217.39 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeJSONCanon/long-string-20        	   15346	     75645 ns/op	 216.84 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeJSONCanon/medium-20             	    2029	    578077 ns/op	  23.77 MB/s	  639822 B/op	    7394 allocs/op
BenchmarkAPICanonicalizeJSONCanon/medium-20             	    2044	    582877 ns/op	  23.57 MB/s	  639824 B/op	    7394 allocs/op
BenchmarkAPICanonicalizeJSONCanon/medium-20             	    2118	    576523 ns/op	  23.83 MB/s	  639821 B/op	    7394 allocs/op
BenchmarkAPICanonicalizeJSONCanon/medium-20             	    2034	    585706 ns/op	  23.46 MB/s	  639808 B/op	    7394 allocs/op
BenchmarkAPICanonicalizeJSONCanon/medium-20             	    1994	    582999 ns/op	  23.57 MB/s	  639821 B/op	    7394 allocs/op
BenchmarkAPICanonicalizeJSONCanon/mixed-prod-20         	    6742	    179760 ns/op	  31.45 MB/s	  263225 B/op	    2595 allocs/op
BenchmarkAPICanonicalizeJSONCanon/mixed-prod-20         	    5938	    177981 ns/op	  31.76 MB/s	  263228 B/op	    2595 allocs/op
BenchmarkAPICanonicalizeJSONCanon/mixed-prod-20         	    6542	    179561 ns/op	  31.48 MB/s	  263228 B/op	    2595 allocs/op
BenchmarkAPICanonicalizeJSONCanon/mixed-prod-20         	    6501	    175502 ns/op	  32.21 MB/s	  263228 B/op	    2595 allocs/op
BenchmarkAPICanonicalizeJSONCanon/mixed-prod-20         	    6616	    179320 ns/op	  31.52 MB/s	  263226 B/op	    2595 allocs/op
BenchmarkAPICanonicalizeJSONCanon/nested-mixed-20       	  381981	      3074 ns/op	  15.94 MB/s	    4213 B/op	      49 allocs/op
BenchmarkAPICanonicalizeJSONCanon/nested-mixed-20       	  405690	      3074 ns/op	  15.94 MB/s	    4213 B/op	      49 allocs/op
BenchmarkAPICanonicalizeJSONCanon/nested-mixed-20       	  381684	      3066 ns/op	  15.98 MB/s	    4213 B/op	      49 allocs/op
BenchmarkAPICanonicalizeJSONCanon/nested-mixed-20       	  381578	      3119 ns/op	  15.71 MB/s	    4213 B/op	      49 allocs/op
BenchmarkAPICanonicalizeJSONCanon/nested-mixed-20       	  398689	      3097 ns/op	  15.82 MB/s	    4213 B/op	      49 allocs/op
BenchmarkAPICanonicalizeJSONCanon/number-heavy-20       	   57412	     21203 ns/op	   6.60 MB/s	    5407 B/op	      80 allocs/op
BenchmarkAPICanonicalizeJSONCanon/number-heavy-20       	   55513	     21186 ns/op	   6.61 MB/s	    5406 B/op	      80 allocs/op
BenchmarkAPICanonicalizeJSONCanon/number-heavy-20       	   54429	     21497 ns/op	   6.51 MB/s	    5406 B/op	      80 allocs/op
BenchmarkAPICanonicalizeJSONCanon/number-heavy-20       	   56734	     21095 ns/op	   6.64 MB/s	    5406 B/op	      80 allocs/op
BenchmarkAPICanonicalizeJSONCanon/number-heavy-20       	   56869	     21323 ns/op	   6.57 MB/s	    5406 B/op	      80 allocs/op
BenchmarkAPICanonicalizeJSONCanon/numeric-boundary-20   	   63902	     18752 ns/op	   5.23 MB/s	    3914 B/op	      52 allocs/op
BenchmarkAPICanonicalizeJSONCanon/numeric-boundary-20   	   62814	     18692 ns/op	   5.24 MB/s	    3914 B/op	      52 allocs/op
BenchmarkAPICanonicalizeJSONCanon/numeric-boundary-20   	   65911	     18440 ns/op	   5.31 MB/s	    3914 B/op	      52 allocs/op
BenchmarkAPICanonicalizeJSONCanon/numeric-boundary-20   	   64664	     18562 ns/op	   5.28 MB/s	    3915 B/op	      52 allocs/op
BenchmarkAPICanonicalizeJSONCanon/numeric-boundary-20   	   62319	     18905 ns/op	   5.18 MB/s	    3914 B/op	      52 allocs/op
BenchmarkAPICanonicalizeJSONCanon/rfc-key-sorting-20    	  395448	      2957 ns/op	  68.32 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeJSONCanon/rfc-key-sorting-20    	  391291	      3008 ns/op	  67.16 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeJSONCanon/rfc-key-sorting-20    	  392944	      2936 ns/op	  68.79 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeJSONCanon/rfc-key-sorting-20    	  401131	      2958 ns/op	  68.30 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeJSONCanon/rfc-key-sorting-20    	  400828	      2933 ns/op	  68.87 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeJSONCanon/small-20              	  662846	      1682 ns/op	  26.75 MB/s	    2202 B/op	      24 allocs/op
BenchmarkAPICanonicalizeJSONCanon/small-20              	  721912	      1670 ns/op	  26.95 MB/s	    2202 B/op	      24 allocs/op
BenchmarkAPICanonicalizeJSONCanon/small-20              	  676195	      1661 ns/op	  27.10 MB/s	    2202 B/op	      24 allocs/op
BenchmarkAPICanonicalizeJSONCanon/small-20              	  684806	      1663 ns/op	  27.06 MB/s	    2202 B/op	      24 allocs/op
BenchmarkAPICanonicalizeJSONCanon/small-20              	  727456	      1663 ns/op	  27.06 MB/s	    2202 B/op	      24 allocs/op
BenchmarkAPICanonicalizeJSONCanon/surrogate-pair-20     	 1877614	       636.5 ns/op	  45.56 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeJSONCanon/surrogate-pair-20     	 1909813	       644.1 ns/op	  45.02 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeJSONCanon/surrogate-pair-20     	 1875183	       644.1 ns/op	  45.02 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeJSONCanon/surrogate-pair-20     	 1889836	       641.4 ns/op	  45.21 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeJSONCanon/surrogate-pair-20     	 1898528	       641.6 ns/op	  45.20 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeJSONCanon/unicode-20            	  772604	      1539 ns/op	  63.69 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeJSONCanon/unicode-20            	  777144	      1537 ns/op	  63.75 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeJSONCanon/unicode-20            	  684627	      1575 ns/op	  62.23 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeJSONCanon/unicode-20            	  724837	      1538 ns/op	  63.73 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeJSONCanon/unicode-20            	  734494	      1541 ns/op	  63.60 MB/s	    2019 B/op	      19 allocs/op
BenchmarkAPICanonicalizeJSONCanon/verify-whitespace-20  	  767064	      1547 ns/op	  15.51 MB/s	    1658 B/op	      23 allocs/op
BenchmarkAPICanonicalizeJSONCanon/verify-whitespace-20  	  700453	      1555 ns/op	  15.44 MB/s	    1658 B/op	      23 allocs/op
BenchmarkAPICanonicalizeJSONCanon/verify-whitespace-20  	  693567	      1555 ns/op	  15.44 MB/s	    1658 B/op	      23 allocs/op
BenchmarkAPICanonicalizeJSONCanon/verify-whitespace-20  	  712483	      1567 ns/op	  15.32 MB/s	    1658 B/op	      23 allocs/op
BenchmarkAPICanonicalizeJSONCanon/verify-whitespace-20  	  719146	      1554 ns/op	  15.44 MB/s	    1658 B/op	      23 allocs/op
BenchmarkAPIVerifySchubfach/canonical/array-2048-20     	     482	   2475269 ns/op	  39.96 MB/s	 4939262 B/op	   49134 allocs/op
BenchmarkAPIVerifySchubfach/canonical/array-2048-20     	     489	   2477353 ns/op	  39.92 MB/s	 4939277 B/op	   49134 allocs/op
BenchmarkAPIVerifySchubfach/canonical/array-2048-20     	     475	   2459029 ns/op	  40.22 MB/s	 4939270 B/op	   49134 allocs/op
BenchmarkAPIVerifySchubfach/canonical/array-2048-20     	     484	   2478390 ns/op	  39.91 MB/s	 4939269 B/op	   49134 allocs/op
