goos: linux
goarch: amd64
pkg: github.com/lattice-substrate/jcs-bench-lab/internal/apibench
cpu: 12th Gen Intel(R) Core(TM) i7-12700K
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     463	   2534069 ns/op	  39.03 MB/s	 4939283 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    3862	    305015 ns/op	  39.06 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    3970	    301473 ns/op	  39.52 MB/s	  604881 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    3648	    307133 ns/op	  38.79 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3342924	       349.4 ns/op	  20.03 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3415590	       354.6 ns/op	  19.74 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3434707	       350.5 ns/op	  19.97 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3404374	       356.5 ns/op	  19.64 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3430344	       347.1 ns/op	  20.16 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3426158	       354.8 ns/op	  19.73 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3352438	       350.6 ns/op	  19.97 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3413101	       350.1 ns/op	  20.00 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3473858	       350.1 ns/op	  19.99 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3321002	       353.0 ns/op	  19.83 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  865316	      1306 ns/op	  45.17 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  756128	      1334 ns/op	  44.23 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  925513	      1286 ns/op	  45.86 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  849918	      1294 ns/op	  45.61 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  829628	      1293 ns/op	  45.62 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  912793	      1316 ns/op	  44.85 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  923750	      1287 ns/op	  45.84 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  906908	      1297 ns/op	  45.50 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  916624	      1292 ns/op	  45.68 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  903924	      1312 ns/op	  44.97 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32323	     37015 ns/op	  31.28 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32673	     37376 ns/op	  30.98 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   31580	     36632 ns/op	  31.61 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32755	     36477 ns/op	  31.75 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32436	     37058 ns/op	  31.25 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32341	     36526 ns/op	  31.70 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32421	     36859 ns/op	  31.42 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   31641	     36345 ns/op	  31.86 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   33190	     36665 ns/op	  31.58 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32556	     36784 ns/op	  31.48 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   74677	     16184 ns/op	  31.51 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   75468	     16412 ns/op	  31.07 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   71787	     16192 ns/op	  31.50 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   72513	     16251 ns/op	  31.38 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   75385	     16311 ns/op	  31.27 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   72547	     16306 ns/op	  31.28 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   73701	     16270 ns/op	  31.35 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   73885	     16477 ns/op	  30.95 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   75835	     16419 ns/op	  31.06 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   74527	     16302 ns/op	  31.28 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1690590	       700.0 ns/op	  25.71 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1692817	       700.9 ns/op	  25.68 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1708738	       708.9 ns/op	  25.39 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1698270	       712.3 ns/op	  25.27 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1693963	       712.0 ns/op	  25.28 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1692561	       712.4 ns/op	  25.27 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1706383	       707.3 ns/op	  25.45 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1693489	       708.0 ns/op	  25.42 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1675026	       717.8 ns/op	  25.08 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1685528	       709.8 ns/op	  25.36 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      98	  12036215 ns/op	  38.51 MB/s	20914327 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      96	  11943496 ns/op	  38.81 MB/s	20914306 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      94	  11886427 ns/op	  39.00 MB/s	20914292 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      92	  11793102 ns/op	  39.31 MB/s	20914290 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      91	  11906637 ns/op	  38.93 MB/s	20914324 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	     100	  11850084 ns/op	  39.12 MB/s	20914303 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	     100	  11879973 ns/op	  39.02 MB/s	20914296 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      96	  11662252 ns/op	  39.75 MB/s	20914288 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	      97	  11863103 ns/op	  39.07 MB/s	20914291 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	     100	  11967199 ns/op	  38.73 MB/s	20914296 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15933	     75397 ns/op	 217.56 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15625	     76058 ns/op	 215.66 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15738	     75433 ns/op	 217.45 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15970	     76368 ns/op	 214.79 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15537	     77421 ns/op	 211.87 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   16201	     79718 ns/op	 205.76 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15888	     75910 ns/op	 216.08 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15310	     76700 ns/op	 213.86 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15436	     75733 ns/op	 216.59 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   16318	     76394 ns/op	 214.71 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3295	    335843 ns/op	  40.91 MB/s	  618688 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3675	    336132 ns/op	  40.88 MB/s	  618688 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3393	    338770 ns/op	  40.56 MB/s	  618688 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3466	    338776 ns/op	  40.56 MB/s	  618688 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3360	    339656 ns/op	  40.45 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3393	    340849 ns/op	  40.31 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3816	    341439 ns/op	  40.24 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3727	    340431 ns/op	  40.36 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3541	    338699 ns/op	  40.57 MB/s	  618689 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3447	    341616 ns/op	  40.22 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8886	    134458 ns/op	  42.04 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8282	    133981 ns/op	  42.19 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    9024	    135143 ns/op	  41.83 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    9144	    134734 ns/op	  41.96 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8942	    134769 ns/op	  41.95 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8481	    136744 ns/op	  41.34 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    9264	    136103 ns/op	  41.53 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8247	    134673 ns/op	  41.98 MB/s	  256988 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8472	    136705 ns/op	  41.35 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    9016	    135923 ns/op	  41.59 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  561758	      2182 ns/op	  22.46 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  534183	      2184 ns/op	  22.43 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  560481	      2169 ns/op	  22.59 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  530020	      2205 ns/op	  22.22 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  553221	      2174 ns/op	  22.54 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  525445	      2177 ns/op	  22.51 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  541269	      2190 ns/op	  22.37 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  543320	      2196 ns/op	  22.31 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  557662	      2200 ns/op	  22.27 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  533812	      2167 ns/op	  22.61 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   89360	     13891 ns/op	  10.08 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   85938	     13763 ns/op	  10.17 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   84883	     13607 ns/op	  10.29 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   87316	     13804 ns/op	  10.14 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   85575	     13850 ns/op	  10.11 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   88827	     13902 ns/op	  10.07 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   89203	     13681 ns/op	  10.23 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   88106	     13808 ns/op	  10.14 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   85820	     13571 ns/op	  10.32 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   87894	     13908 ns/op	  10.07 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   96634	     12766 ns/op	   7.68 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   97062	     12540 ns/op	   7.81 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   89871	     12594 ns/op	   7.78 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   96972	     12508 ns/op	   7.84 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   97371	     12647 ns/op	   7.75 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   90908	     12614 ns/op	   7.77 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   92715	     12763 ns/op	   7.68 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   90992	     12672 ns/op	   7.73 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   93396	     12666 ns/op	   7.74 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   95785	     12763 ns/op	   7.68 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-cloudevents-20   	   35630	     33309 ns/op	  45.63 MB/s	   49088 B/op	     445 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-cloudevents-20   	   36194	     32603 ns/op	  46.62 MB/s	   49088 B/op	     445 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-cloudevents-20   	   35949	     32576 ns/op	  46.66 MB/s	   49088 B/op	     445 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-cloudevents-20   	   37454	     32449 ns/op	  46.84 MB/s	   49088 B/op	     445 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-cloudevents-20   	   36868	     32842 ns/op	  46.28 MB/s	   49088 B/op	     445 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-cloudevents-20   	   36644	     33121 ns/op	  45.89 MB/s	   49088 B/op	     445 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-cloudevents-20   	   36825	     32652 ns/op	  46.55 MB/s	   49088 B/op	     445 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-cloudevents-20   	   36254	     32788 ns/op	  46.36 MB/s	   49088 B/op	     445 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-cloudevents-20   	   36951	     32720 ns/op	  46.46 MB/s	   49088 B/op	     445 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-cloudevents-20   	   35527	     33163 ns/op	  45.83 MB/s	   49088 B/op	     445 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-geojson-20       	    6967	    160742 ns/op	  43.59 MB/s	  245243 B/op	    3000 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-geojson-20       	    7144	    156678 ns/op	  44.72 MB/s	  245243 B/op	    3000 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-geojson-20       	    7479	    158369 ns/op	  44.24 MB/s	  245242 B/op	    3000 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-geojson-20       	    7663	    159228 ns/op	  44.00 MB/s	  245243 B/op	    3000 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-geojson-20       	    7154	    156491 ns/op	  44.77 MB/s	  245243 B/op	    3000 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-geojson-20       	    7802	    156773 ns/op	  44.69 MB/s	  245243 B/op	    3000 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-geojson-20       	    7600	    158274 ns/op	  44.27 MB/s	  245243 B/op	    3000 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-geojson-20       	    7222	    157105 ns/op	  44.59 MB/s	  245243 B/op	    3000 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-geojson-20       	    7371	    159011 ns/op	  44.06 MB/s	  245243 B/op	    3000 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-geojson-20       	    7376	    157545 ns/op	  44.47 MB/s	  245243 B/op	    3000 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-k8s-pod-20       	   19140	     64121 ns/op	  47.50 MB/s	   99297 B/op	    1034 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-k8s-pod-20       	   19249	     63263 ns/op	  48.15 MB/s	   99297 B/op	    1034 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-k8s-pod-20       	   18751	     63813 ns/op	  47.73 MB/s	   99297 B/op	    1034 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-k8s-pod-20       	   18590	     63713 ns/op	  47.81 MB/s	   99297 B/op	    1034 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-k8s-pod-20       	   19006	     62917 ns/op	  48.41 MB/s	   99297 B/op	    1034 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-k8s-pod-20       	   18919	     63751 ns/op	  47.78 MB/s	   99297 B/op	    1034 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-k8s-pod-20       	   18432	     62721 ns/op	  48.56 MB/s	   99297 B/op	    1034 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-k8s-pod-20       	   19340	     64043 ns/op	  47.56 MB/s	   99297 B/op	    1034 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-k8s-pod-20       	   18736	     63120 ns/op	  48.26 MB/s	   99297 B/op	    1034 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-k8s-pod-20       	   18786	     62747 ns/op	  48.54 MB/s	   99297 B/op	    1034 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-openapi-20       	   13086	     90852 ns/op	  45.44 MB/s	  141121 B/op	    1494 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-openapi-20       	   13142	     91528 ns/op	  45.10 MB/s	  141121 B/op	    1494 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-openapi-20       	   13262	     89678 ns/op	  46.03 MB/s	  141121 B/op	    1494 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-openapi-20       	   13250	     90669 ns/op	  45.53 MB/s	  141121 B/op	    1494 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-openapi-20       	   13183	     90994 ns/op	  45.37 MB/s	  141121 B/op	    1494 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-openapi-20       	   13053	     91307 ns/op	  45.21 MB/s	  141121 B/op	    1494 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-openapi-20       	   13246	     90264 ns/op	  45.73 MB/s	  141121 B/op	    1494 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-openapi-20       	   13214	     90784 ns/op	  45.47 MB/s	  141121 B/op	    1494 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-openapi-20       	   13050	     91118 ns/op	  45.30 MB/s	  141121 B/op	    1494 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-openapi-20       	   13028	     91623 ns/op	  45.05 MB/s	  141121 B/op	    1494 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-package-meta-20  	   35379	     34619 ns/op	  53.82 MB/s	   54304 B/op	     414 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-package-meta-20  	   35468	     33963 ns/op	  54.85 MB/s	   54304 B/op	     414 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-package-meta-20  	   35032	     33631 ns/op	  55.40 MB/s	   54304 B/op	     414 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-package-meta-20  	   35654	     34185 ns/op	  54.50 MB/s	   54304 B/op	     414 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-package-meta-20  	   35908	     33885 ns/op	  54.98 MB/s	   54304 B/op	     414 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-package-meta-20  	   34832	     34223 ns/op	  54.44 MB/s	   54304 B/op	     414 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-package-meta-20  	   35793	     34291 ns/op	  54.33 MB/s	   54304 B/op	     414 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-package-meta-20  	   35368	     34361 ns/op	  54.22 MB/s	   54304 B/op	     414 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-package-meta-20  	   35524	     34029 ns/op	  54.75 MB/s	   54304 B/op	     414 allocs/op
BenchmarkAPICanonicalizeSchubfach/prod-package-meta-20  	   35788	     33898 ns/op	  54.96 MB/s	   54304 B/op	     414 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  411909	      2969 ns/op	  68.04 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  396240	      3030 ns/op	  66.66 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  405792	      2974 ns/op	  67.93 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  363379	      2972 ns/op	  67.97 MB/s	    4256 B/op	      47 allocs/op
